symbol,assetid_norgate,securityname_norgate,exchange_name,exchange_name_full,base_type,subtype1,subtype2,subtype3,financial_summary,business_summary,first_quoted_date
SPAB,280333,SPDR Portfolio Aggregate Bond ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"SPDR Barclays Aggregate Bond ETF (the Fund), formerly SPDR Barclays Capital Aggregate Bond ETF, seeks to provide investment results that correspond to the price and yield performance the Barclays Capital U.S. Aggregate Index (the Index). The Index provides a measure of the performance of the United States dollar denominated investment grade bond market, which includes investment grade government bonds, investment grade corporate bonds, mortgage pass through securities, commercial mortgage-backed securities and asset backed securities that are publicly for sale in the United States. Certain types of securities, such as flower bonds, TINs, and state and local government series bonds are excluded from the Index. Also excluded from the Index are structured notes with embedded swaps or other special features, private placements, floating rate securities and Eurobonds. The investment manager of the Fund is SSgA Funds Management, Inc. ",30/5/07
SPBO,545771,SPDR Portfolio Corporate Bond ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,7/4/11
SPDW,274586,SPDR Portfolio Developed World ex-US ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"SPDR S&P World ex US ETF (the Fund) seeks to replicate as closely as possible total return performance of the S&P/Citigroup BMI World Ex US Index (the Index). The Index is a market capitalization-weighted index that defines and measures the investable universe of publicly traded companies domiciled in developed countries outside the United States. The Index is float adjusted, meaning that only those shares publicly available to investors are included in the Index calculation. The Fund uses a passive management strategy designed to track the price and yield performance of the Index. The Fund's investment manager is SSgA Funds Management, Inc.",26/4/07
SPEM,269316,SPDR Portfolio Emerging Markets ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"SPDR S&P Emerging Markets ETF (the Fund) seeks to replicate as closely as possible the total return performance of the S&P/Citigroup BMI Emerging Markets Index (the Index). The Index is a market capitalization-weighted index that defines and measures the investable universe of publicly traded companies domiciled in emerging markets. The Index is float adjusted, meaning that only those shares publicly available to investors are included in the Index calculation. The Fund uses a passive management strategy designed to track the price and yield performance of the Index. The Fund's investment manager is SSgA Funds Management, Inc.",23/3/07
SPEU,125695,SPDR Portfolio Europe ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"SPDR STOXX Europe 50 ETF (the Fund), formerly SPDR DJ Stoxx 50 ETF, seeks to closely match the returns and characteristics of the STOXX Europe 50 Index (the Index). The Index is designed to represent the performance of some of the largest companies across all components of the 20 STOXX Europe 600 Supersector Indexes. The STOXX Europe 600 Supersector Indexes are subsets of the STOXX Europe 600 Index and contain 600 of the largest stocks traded on the major exchanges in Europe. The STOXX Europe 600 Index is derived from the STOXX Europe Total Market Index (TMI) and a subset of the STOXX Global 1800 Index. The Index captures approximately 50% of the free-float market capitalization of the STOXX Europe TMI, which in turn covers approximately 95% of the free-float market capitalization of the represented countries. The Fund's investment manager is SSgA Funds Management, Inc.",21/10/02
SPHB,550696,Invesco S&P 500 High Beta ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,5/5/11
SPHQ,184794,Invesco S&P 500 Quality ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"PowerShares S&P 500 High Quality Portfolio (the Fund), formerly PowerShares Value Line Timeliness Select Portfolio, seeks investment results that correspond generally to the price and yield performance of an index called the S&P 500 High Quality Rankings Index. The Fund's investment advisor is PowerShares Capital Management LLC. ",6/12/05
SPIB,442121,SPDR Portfolio Intermediate Term Corporate Bond ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,11/2/09
SPIP,280330,SPDR Portfolio TIPS ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"SPDR Series Trust, formerly SPDR Barclays Tips ETF, seeks to provide investment results that, before fees and expenses, correspond generally to the price and yield performance the Barclays United States Government Inflation-linked Bond Index (the Index). The Barclays United States Government Inflation-linked Bond Index includes publicly issued, United States Treasury inflation protected securities that have at least 1 year remaining to maturity on index rebalancing date, with an issue size equal to or in excess of $500 million. The Fund's investment Manager is SSgA Funds Management, Inc.",30/5/07
SPLB,448218,SPDR Portfolio Long Term Corporate Bond ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"SPDR Barclays Long Term Corporate Bond ETF (the Fund), formerly SPDR Barclays Capital Long Term Credit Bond ETF, seeks to provide investment results that correspond generally to the price and yield performance of an index that tracks the long-term (10+ years) sector of the United States investment bond market. The Fund uses a passive management strategy designed to track the price and yield performance of the Barclays Capital U.S. Long Credit Index (the Long Credit Index). The Long Credit Index measures the performance of the long-term sector of the United States investment bond market, which as defined by the Long Credit Index includes investment-grade corporate debt and sovereign, supranational, local authority and non-United States agency bonds that are dollar denominated and have a remaining maturity of greater than or equal to 10 years. The Fund's investment advisor is SSgA Funds Management, Inc.",11/3/09
SPLG,181819,SPDR Portfolio S&P 500 ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"SPDR Russell 1000 ETF (the Fund), formerly SPDR Dow Jones Large Cap ETF, seeks to provide investment results that, before fees and expenses, correspond generally to the total return performance of an index that tracks the performance of large capitalization exchange traded the United States equity securities. The sectors in which the Fund invests include information technology, financials, consumer discretionary, health care, industrials, energy, consumer staples, materials, utilities and telecommunication services. SSgA Funds Management, Inc. is the Fund's investment advisor.",15/11/05
SPLV,549099,Invesco S&P 500 Low Volatility ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,5/5/11
SPMB,438596,SPDR Portfolio Mortgage Backed Bond ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"SPDR Barclays Mortgage Backed Bond ETF (the Fund), formerly SPDR Barclays Capital Mortgage Backed Bond ETF, investment objective is to replicate, as closely as possible, the price and yield performance of the Barclays Capital U.S. MBS Index (the Index). The Index measures the performance of the United States Agency mortgage pass-through segment of the United States investment grade bond market. The United States Agency mortgage pass-through security refers to a category of pass-through securities backed by pools of mortgages and issued by one of the UNited States Government-sponsored enterprises, including Government National Mortgage Association (GNMA), Federal National Mortgage Association (FNMA) and Federal Home Loan Mortgage Corporation (FHLMC). SSgA Funds Management, Inc. serves as the investment adviser to the Fund.",27/1/09
SPMD,181821,SPDR Portfolio S&P 400 Mid Cap ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"SPDR Russell Small Cap Completeness ETF (the Fund), formerly SPDR Dow Jones Mid Cap ETF, seeks to provide investment results that correspond generally to the total return performance of the Russell Small Cap Completeness Index (the Index) that tracks the performance of mid to small capitalization exchange traded the United States equity securities. The Russell Small Cap Completeness Index measures the performance of the Russell 3000 Index companies excluding S&P 500 constituents. The Fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the Index. In addition, the Fund may invest in equity securities that are not included in the Index, cash and cash equivalents or money market instruments, such as repurchase agreements and money market funds (including money market funds advised by the Adviser). SSgA Funds Management, Inc. is the Fund's investment advisor.",15/11/05
SPSB,483915,SPDR Portfolio Short Term Corporate Bond ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"SPDR Barclays Short Term Corporate Bond ETF (the Fund), formerly SPDR Barclays Capital Short Term Corporate Bond ETF, seeks to provide investment results that correspond to the price and yield performance of an index that tracks the short-term United States corporate bond market. Barclays Capital U.S. 1-3 Year Corporate Bond Index (the Index) is designed to measure the performance of the short term U.S. corporate bond market. The Fund may invest in securities that are not included in the Index, futures, options, swap contracts and other derivatives, cash and cash equivalents or money market instruments, such as repurchase agreements and money market funds. SSgA Funds Management, Inc. is the adviser of the Fund. ",17/12/09
